"","id","name","host_id"
"16537",39683469,"Penthouse in the city center with a stunning view",11086551
"16538",39683793,"A New & Nice place in very popular downtown area",183866251
"16539",39684058,"Stylish loft in Characteristic house Center A'dam",25264349
"16540",39689246,"Studio-Amsterdam-Adjacent to Metro-Close to Centre",24512834
"16541",39689625,"Lovely private room 2p not available",71073516
"16542",39692712,"2 bedroom apt located in de Pijp Area!",45430128
"16543",39695287,"Gorgeous double floor apartment with sunny terrace",139211812
"16544",39698125,"Cosy appartment in Amsterdam-West",10465958
"16545",39698552,"Spacious canalview bedroom in citycentre",16296874
"16546",39708831,"Ground floor apt. with garden next to Vondelpark",18523576
"16547",39710965,"Private Sweet bedroom near Center,near Metro/train",154433811
"16548",39711987,"Sunny apartment with roof terrace near Oosterpark",2532968
"16549",39717613,"Pretty place centrally located on a quiet street.",293620574
"16550",39725240,"Volledig duurzaam authentiek schip Amsterdam",4386675
"16551",39736833,"Clean&cosy room in Amsterdam,  close to center",60336499
"16552",39737336,"Stylish,spacious&comfortable family house downtown",91061671
"16553",39737442,"Cozy apartment city centre Amsterdam",3673633
"16554",39737928,"Spacious and ☀️ Flat in the heart of A’dam East 🍀",9591694
"16555",39739083,"Cozy Studio w/ Perfect Central Amsterdam Location",8739873
"16556",39745510,"Beautiful Amsterdam Vondel-apartment",300701142
"16557",39748023,"Renovated apartment on quiet street near centre",90763730
"16558",39765092,"0 min from Central Station Pep Beb",300888539
"16559",39765207,"Private room with amazing view close to Vondelpark",13294409
"16560",39765438,"Alessio Balcony Beb A.M. City Centrum",300888539
"16561",39766046,"Hot Spot Private  beb",300888539
"16562",39766329,"Best Location Private beb",300888539
"16563",39767034,"Spui 1  Beb",300888539
"16564",39767262,"Spui 2 beb",300888539
"16565",39767455,"Green Luxury House ( 5 min )",300888539
"16566",39767929,"JAVA Amazing BEB (java0)",300888539
"16567",39788445,"Modern apartment in family-friendly neighborhood",4054922
"16568",39788807,"Convenient City Center Apartment",133339982
"16569",39789159,"MARVELOUS AMSTERDAM APARTMENT!!",22383502
"16570",39795182,"Spacious and Modern Apartment in lovely Amsterdam",22848587
"16571",39798157,"Spacious Luxury Apartment + free parking 15min@CS",19901933
"16572",39806827,"Modern studio with garden close to Rai Station",134756316
"16573",39809327,"Centrally located, light and spacious apartment!",12694637
"16574",39810687,"Cosy apartment in Amsterdam near the Vondelpark",25644735
"16575",39811203,"Spacious ground floor house with garden in East",306197281
"16576",39812253,"Adri Private Room City Centrum",300888539
"16577",39812473,"Barber Gold Private Studio/Flat",300888539
"16578",39813408,"🏡 Modern and cozy townhouse with green garden",117106247
"16579",39827217,"Cool, modern spot in the very heart of the city",16231673
"16580",39829995,"Cozy apartment with canal view",306454306
"16581",39830008,"Private and sunny apartment close to RAI",304290306
"16582",39830255,"Beautiful Westerpark apartment near Jordaan.",7438369
"16583",39830817,"Apartment with canal view",10990453
"16584",39832577,"Geuzenveld Amsterdam Double Room",306433391
"16585",39833995,"New and bright apartment",6305454
"16586",39834162,"Appartement Amsterdam met dakterras",33975872
"16587",39834768,"Bright and quiet apartment in Amsterdam center",6735211
"16588",39837244,"Simply your kind of place!",11129209
"16589",39837431,"Private room in an apartment with all amenities",56616273
"16590",39837550,"Bright apartment in Amsterdam",9791384
"16591",39837835,"Charming apartment with garden in De Pijp",2442401
"16592",39838015,"Renovated ground floor apartment with garden",30362238
"16593",39838348,"Spacious 80 M2 private apartment next to RAI",305507805
"16594",39839199,"Quiet, central, bright with canal views & balcony",11705255
"16595",39841139,"Spacious cosy family house close to museum square",306588331
"16596",39841335,"Cozy clean walk up apartment middle of Amsterdam",3574104
"16597",39849200,"1-bedroom apt on Prinsengracht near 9 streets",34547228
"16598",39851143,"Two room apartment",306692956
"16599",39855917,"Spacious Apartment near City Centre",306791235
"16600",39856675,"Luxery apartment near RAI",192028585
"16601",39857579,"Quiet light apartment with balcony near Vondelpark",306853235
"16602",39866769,"Bright & modern apartment in the heart of De Pijp",25586793
"16603",39878804,"Near Vondelpark | Amsterdam hideout-sunny terrace",120959527
"16604",39881245,"Private Sous Terrain Apartment in A'dam Old South",296077569
"16605",39885941,"Private appartment w/rooftop in Amsterdam Oud-West",39308954
"16606",39887261,"Bedroom in luxurious appartment in Amsterdam West",29950130
"16607",39888730,"Cozy bright 1-bed apartment Westerpark area",172796692
"16608",39891194,"Cute ground-floor apartment with backyard in West",219078200
"16609",39892477,"Cosy Amsterdam Apartment, Westerpark",216231329
"16610",39892795,"Apartment near by the city with waterview",17530782
"16611",39894293,"Cosy apartment in heart of Amsterdam Oost",708139
"16612",39894301,"Modern Fresh apartment close to the city center",18827935
"16613",39896329,"Topclass Apartment in the Hearth of Amsterdam",185510010
"16614",39896478,"Cozy appartment near Oosterpark",39128253
"16615",39904405,"Amsterdam - Ground floor apartment - De Pijp",307380304
"16616",39906192,"Museum Square City Apt! Beautiful + Best Location!",307439787
"16617",39906233,"GREAT appartment, 5 min by metro from city centre",63858365
"16618",39908975,"3 Bedroom apartment - Amsterdam centre",187059499
"16619",39913411,"Unique studio in the heart of Amsterdam Jordaan",152955605
"16620",39914987,"Great Houseboat in Amsterdam",34992358
"16621",39915244,"Canal Haven",26159901
"16622",39918326,"Clean cozy 1 p canalview room + bath ÷ free bike ❤",307583187
"16623",39918442,"Super stay in West near Erasmus & Westerpark",49100229
"16624",39934996,"Luxurious and spacious place in heart of Amsterdam",59886206
"16625",39935028,"Perfect authentic Amsterdam West apartement",7594884
"16626",39935884,"Spacy-Light house with 20 m2 balcony",307819499
"16627",39936732,"Canalview apartment in citycentre",16296874
"16628",39937823,"Apartment 15min to airport, 10min to centre & WIFI",87289801
"16629",39939971,"Fantastic Apartment with Canal View",14874061
"16630",39946076,"Super Creative & Cozy Apartment",18184896
"16631",39956529,"Cosy apartment + huge roofterrace near Vondelpark",12184238
"16632",39957137,"Amsterdam Canal Guest Apartment",1824506
"16633",39963162,"Cosy apartment only 5 minutes from Vondelpark",84453740
"16634",39966618,"Spacious & Stylish Loft with Rooftop",7359305
"16635",39969190,"Cozy completely renovated ap. at Westerpark!",36057610
"16636",39972624,"High-end loft 43 sqm with water view.",89644923
"16637",39979717,"Charming one bedroom apartment in De Pijp",308238534
"16638",39982218,"Lovely apartment in quiet street near Vondelpark",308265800
"16639",39982335,"2 Bedroom apartment in Amsterdam Zuid (with Cats)",46071141
"16640",39983899,"DELUXE & Affordable stay at Apollo Hotel Amsterdam",26992349
"16641",39986818,"Authentic spacious loft on old doks of Amsterdam",308309706
"16642",39988977,"Cosy apartment in the heart of Amsterdam West",308327578
"16643",39989197,"Trendy apartment close to center and Rotterdam",63331319
"16644",39991320,"The Classic Canal Loft",48703385
"16645",39992171,"Vondelpark Amazig attic with private terrace",99895690
"16646",39998311,"Luxurious apartment near Vondelpark",51780662
"16647",39999019,"B&B by Waterloo / Stay in the Heart of Amsterdam",308452642
"16648",40000004,"Your Amsterdam Pied-à-terre",73696788
"16649",40000217,"Bright and cozy design apartment (93 m2)",1629773
"16650",40002260,"roomy 1 bedroom apartment",89681629
"16651",40002616,"Light, renovated apartment near city centre",308060524
"16652",40004028,"Cozy 1-bedroom well connected to center",59276867
"16653",40005134,"Stylish studio on historic canal",308506323
"16654",40006649,"Wonderful apartment next to Vondelpark in Old West",307918809
"16655",40007596,"Stylish house close to Amsterdam Center & Airport",308530903
"16656",40008672,"Wonderful studio next to Vondelpark in Old West",307918809
"16657",40011630,"Studio of Anne Frank House’s Neibour",33469717
"16658",40019355,"LOVELY APT, AMSTERDAM 10 MINUTES FROM THE CENTER.",14183886
"16659",40019813,"Great houseboat in beautiful Amsterdam city centre",84449589
"16660",40021474,"Bright apartment in Amsterdam West",10871108
"16661",40024929,"Amazing, spacious, family flat in a great location",15743973
"16662",40027190,"Nice studio close to the city centre of Amsterdam",271562315
"16663",40027507,"gorgeous apartment for 2 in the heart of 'de pijp'",57291321
"16664",40032740,"4 pers  2 bedr Apartm. in South/Central Amsterdam",308754454
"16665",40042019,"3 Bedroom family apartment near Foodhallen,in West",2541407
"16666",40043566,"Modern studio for single traveller or couple",179178280
"16667",40045352,"Cosy apartment in lively West",23702951
"16668",40048219,"Live as a local on our lovely apartment",151759692
"16669",40055240,"Cozy studio in South of Amsterdam",25491633
"16670",40056393,"Luxury City Centre Penthouse with Roof Terrace",308949670
"16671",40059495,"10 min from central station new",263695166
"16672",40059726,"Pleasant home with garden in trendy A'dam West!",44592823
"16673",40059965,"Pittiresje  Canal experience",263651424
"16674",40073579,"Charming, Cosy 1Bedroom in the heart of AMS",15722332
"16675",40073990,"Unique apartment centrally located",5184418
"16676",40074162,"3 bedroom apartment in city center (max 3 guests)",102724177
"16677",40075476,"Spacious apartment | Unique Amsterdam location",129397635
"16678",40076948,"Private bedroom in city center (max 2 guests)",102724177
"16679",40080702,"Cozy house in Gein, Southeast Amsterdam",3718063
"16680",40085399,"Dutch canal house with Amstel river view",309260864
"16681",40086839,"Colorful penthouse apartment in de Pijp",18888917
"16682",40086910,"Beautiful little flat near Westerpark",27843238
"16683",40100113,"Guesthouse Canalhouse-Inn I",309448222
"16684",40103243,"Stylish studio in beautiful Jordaan",16368447
"16685",40104344,"Beautiful authentic Amsterdam house in The Jordaan",64894496
"16686",40104784,"Lovely family house with garden near Vondelpark",309497501
"16687",40108986,"Cozy apartment in the middle of the Pijp",16382696
"16688",40110758,"Big house Closeby Rai center 5min public transport",309463479
"16689",40115977,"Stylish Central Apartment close to Central Station",11121185
"16690",40116931,"Bright penthouse with bath & panorama views",38562463
"16691",40124858,"Beautiful Apartment Amsterdam",308085452
"16692",40128654,"Comfortable Amsterdam houseboat",28472780
"16693",40128680,"NEW! Our entire historic house in the Canal area",21167927
"16694",40129013,"Amsterdam cosy 2 bedrooms apartment,30+",8516419
"16695",40131459,"Cozy Apartment in Amsterdam",35589134
"16696",40133221,"Spacious apartment in the “pijp” heart of the city",44065801
"16697",40133486,"Cosy bedroom, convenient location near Westerpark",3690279
"16698",40136952,"New Years Eve in Luxurious Apartment in the Centre",24449945
"16699",40139858,"Stylish Private Apartment At The Canals",70691134
"16700",40146465,"Spacious apartment with garden",7729232
"16701",40150321,"Amazing canal-view room in city-center!",91816760
"16702",40151719,"Authentic groundfloor canalhouse in city-centre",309947899
"16703",40152679,"Lovely Studio in Amsterdam East",57638848
"16704",40153213,"Logeren vlakbij de Amsterdamse musea!",62496867
"16705",40153695,"Modern, cosy appartment in Amsterdam-east!",17236986
"16706",40153755,"Beautiful apartement in the center of Amsterdam",183673562
"16707",40154246,"Stylish apartment @South, Vondelpark, Rai",30262806
"16708",40154301,"Artistic family place near Museumplein and centre",17206361
"16709",40156727,"Lovely sunny  apartment Westerpark",2417488
"16710",40166365,"Big modern appartement with garden at Vondelpark",68699300
"16711",40166476,"Private room in Amsterdam",310123337
"16712",40166877,"Spacious modern apartment near Vondelpark!",135244095
"16713",40170380,"Spacious and luxurious apartment in East Amsterdam",16784503
"16714",40170864,"Luxurious apartment on the canals of Amsterdam",35458266
"16715",40171341,"Private and renovated apartment Amsterdam Centre!",38427944
"16716",40171565,"Brand new holiday studio with private entrance",14088292
"16717",40173123,"Xxhxxjjdjd",310186263
"16718",40173191,"Vintage designed apartment in Amsterdam-West",146162511
"16719",40174261,"Loft in the center of Amsterdam",3000454
"16720",40191258,"Skyscapes. Two rooms in Bohemian ‘De Pijp'",39833982
"16721",40191787,"Modern climate neutral 2brd home near center",197859388
"16722",40195109,"Spacious Business Apartment @city center",310429586
"16723",40196568,"Kamer aan de mooiste gracht van Amsterdam",302940677
"16724",40204855,"Beautiful apartment near Rembrandt and Vondelpark",310502259
"16725",40205667,"Luxurious Houseboat",138023925
"16726",40213477,"Charming appartment near city centre",45843914
"16727",40215692,"Beautifully recently renovated 60m2 appartement",27994691
"16728",40221875,"Stylish and light apartment close to Westerpark!",74556498
"16729",40222708,"Studio, in city villa (corona proof)",310649999
"16730",40225175,"B&B 1971 Hazenstraat Amsterdam",307825526
"16731",40228371,"Cosy & convenient flat, De Pijp near Amstel River",7113302
"16732",40231867,"Private Artist BwithoutB light, spacious & clean!",310716632
"16733",40245488,"Romantic studio on houseboat in super location!!",23609488
"16734",40247038,"A room in the Rembrandtpark",50300599
"16735",40248757,"Beautiful House with Garden Close to Centre",101498497
"16736",40249718,"Iconic Amsterdam Apartment in the Jordaan",310865765
"16737",40253380,"Quiet and spaceous apptmnt in Noord- 5min. to CS",1343018
"16738",40256846,"Stylish apartment in Westerpark, Jordaan",39705669
"16739",40271288,"Cozy, bright appartement",14589274
"16740",40273013,"Amazing and modern city centre apartment",99194923
"16741",40273382,"Gorgeous two bedroom loft in Amsterdam South",296077569
"16742",40274103,"Spacious, perfect base, excellent public transport",17393219
"16743",40274344,"Beautiful artist apartment right at the Vondelpark",13804013
"16744",40274687,"Spacious & unique apartment next to Concertgebouw",296077569
"16745",40275330,"Cozy room Amsterdam",276514493
"16746",40275587,"Private room in quiet area of the city center",84953556
"16747",40276920,"Perfect central Amsterdam studio near Amstel river!",7594884
"16748",40283751,"Quiet, light and central studio",5329156
"16749",40289596,"Amsterdam home (near Vondelpark)",11962985
"16750",40295379,"Amsterdam Guest Room",17234952
"16751",40295438,"Authentic cozy house",65848883
"16752",40296030,"Studio in City Centre w priv. bathroom  ♥",15518704
"16753",40298927,"Cozy city center studio with garden in Westerpark",7245653
"16754",40301457,"Spacious 92 m2 apprtmnt with 2 seperate bedrooms!",9167787
"16755",40304624,"Residence 85 Amsterdam - Apartment E",271275338
"16756",40306458,"Luxurious House, Green Area near Amsterdam Centre",8275150
"16757",40307715,"Lux-Vondelpark-For Families",1794617
"16758",40308957,"Stylish apartment close to the centre",237367756
"16759",40315789,"Cosy studio in the heart of the city",260928899
"16760",40317269,"Luxury Apartment in Amsterdam",187511488
"16761",40319400,"Family apartment for Christmas!",495238
"16762",40322229,"Bedroom in bright and spacious apartment",6131278
"16763",40324589,"Luxurious 78m² apartment with large terras",38487730
"16764",40325724,"Spacious and colorful apartment near Vondelpark",15310924
"16765",40334556,"Charming appartment on Lomanstraat",35486034
"16766",40335193,"Charming boutique Apartment",1609042
"16767",40335248,"Renovated apartment in city center,  contact-free!",52958217
"16768",40335482,"Canal House Boat Stay; brand new! Rembrandt Suite",808981
"16769",40338621,"Warm apartment in quiet cosy street",28789826
"16770",40338660,"Lekker ruim en licht appartement in Ams West",308861863
"16771",40338798,"Cozy room near the park",49686605
"16772",40341005,"Private, cosy house with garden on the water",174020598
"16773",40343136,"Looking for a cool place to spend new years eve?",174020598
"16774",40344128,"Room in renovated apartment in city center!",52958217
"16775",40344722,"Family home in Amsterdam East (100sqm, 4bed)",5113409
"16776",40349141,"3rd/4th floor apartment near the Foodhallen",613779
"16777",40362079,"Spacious studio in the center of Amsterdam",92577745
"16778",40362252,"Oud west/foodhallen/ten katemarkt",262717793
"16779",40362812,"2BR (100sq) Modern Cottage 8min fr Central Station",2418177
"16780",40363985,"Clean central private loft for 2 in de Pijp/Centre",311996109
"16781",40364567,"Nice quiet sunny familyhouse & garden in Amsterdam",337375
"16782",40364753,"Central and cozy room",21501494
"16783",40366352,"Private room in Amsterdam, 20 min from city center",75028051
"16784",40367212,"hotspot centrum Amsterdam queen apartment",312020333
"16785",40367387,"Gezellige warme studio in het hart van de Pijp",14943336
"16786",40368512,"hotspot downtown centre Amsterdam luxe king",312020333
"16787",40372670,"Cozy ground floor apartment with garden",31617529
"16788",40381500,"Trendy Amsterdam apartment in great location",28232421
"16789",40385344,"Water view unique hotspot in center Amsterdam",1622534
"16790",40386173,"Great city centre home for two near Amstel river",84449589
"16791",40386348,"Perfect Light & Modern Home | Next to Vondelpark!",76742366
"16792",40386658,"Stunning & spacious 2flr 2bdr apartment!",11925839
"16793",40388741,"2 bedroom apartment in the middle of the Jordaan",312198723
"16794",40394522,"Apartment with a Canal View in the ❤️ of the City",23301859
"16795",40395562,"2BDR Great stay @Amsterdam Centre * Walk anywhere*",107173083
"16796",40395996,"New NORTH",312253300
"16797",40399198,"Quiet & sunny apartment in front of Rembrandt park",193498811
"16798",40399831,"Beautiful apartment near Amstel River",101488089
"16799",40400288,"Modern apartment in Amsterdam West",7609088
"16800",40411250,"Wonderfully large, light and spacious family-home!",312500493
"16801",40424114,"Cosy Room in Floating-Villa",39009584
"16802",40427232,"Cozy Amsterdam Apartment with Canal Views",228000501
"16803",40427718,"Signature Studio in the Picturesque Canal District",312657345
"16804",40428175,"Signature Suite in the Picturesque Canal District",312657345
"16805",40438052,"AmsterdamTogether- Double Apartment",303405414
"16806",40442536,"Lux & Trendy",9696237
"16807",40442777,"Luxury Apartment  close to Vondelparc and Musea",245608423
"16808",40443681,"Bedroom Old-West near Vondelpark",20693114
"16809",40445837,"Great city centre apartment smoker friendly",305492169
"16810",40446107,"Modern and Light Oasis in Amsterdam",312887290
"16811",40446168,"2-bedroom Duplex Apt in popular Jordaan District",230303891
"16812",40448857,"Beautiful appartment close to the city center",139820709
"16813",40458918,"Cosy & colourful Apartment Amsterdam West",8061864
"16814",40461456,"Studio Apartment at Yays Entrepothaven",289104253
"16815",40461499,"One-Bedroom Essential at Yays Entrepothaven (2pax)",289104253
"16816",40461509,"Spacious apartment - 5 minutes from centre",27486239
"16817",40461558,"One-Bedroom Essential at Yays Entrepothaven (4pax)",289104253
"16818",40461636,"One-Bedroom Comfort at Yays Entrepothaven (4pax) ",289104253
"16819",40461718,"One-Bedroom Grand at Yays Entrepothaven (4pax)",289104253
"16820",40461904,"Apartment in the vibrant eastern part of town.",19797363
"16821",40462091,"Two-Bedroom Comfort at Yays Entrepothaven (6pax)",289104253
"16822",40462394,"Spacious and bright apartment near Vondelpark",39736636
"16823",40464691,"Residence 85 Amsterdam - Apartment G",271275338
"16824",40465053,"Spacious apartment for 2 in Trendy area in Ams’dam",79005961
"16825",40465616,"Residence 85 Amsterdam - Apartment K",271275338
"16826",40466351,"Cosy Apartment close by the city center",313092385
"16827",40470334,"Nice apartment in Amsterdam for business traveller",44954292
"16828",40476083,"Family appartment in Oud Zuid",7661429
"16829",40479293,"Unique modern and spacious house, close to centre",284905519
"16830",40479628,"Good neighborhood, not far from the center.",19058037
"16831",40479787,"Spacious apartment on perfect location (Jordaan)",67171484
"16832",40482689,"2-floors Charming Apartment with a Terrace",85100729
"16833",40482862,"Luxury appartment at a central spot in Amsterdam",112455710
"16834",40484832,"True Unique Amsterdam Appartement - City Centre",170886399
"16835",40486425,"Jordaan (City Center) Canal View Apartment",313383895
"16836",40486483,"Cosy room in trendy neighborhood",48158577
"16837",40490426,"Romantic studio in the heart of the city",883996
"16838",40495467,"Cozy 105m2 apartment Transvaalbuurt",48164512
"16839",40496830,"Nice bedroom in a fine apartment in A'dam West",70191803
"16840",40497454,"Gezellig appartement met uitzicht over Amsterdam!",161978942
"16841",40497710,"Amazing Houseboat | Next to Amstel river! (FREE PARKING + BIKES)",204297372
"16842",40498357,"Luxury Studio in canal belt - Jordaan District",1917728
"16843",40498677,"Charming & bright apartment in Rivierenbuurt",6912265
"16844",40502583,"Spacious apartment with private room and balcony.",20601175
"16845",40502734,"Eva's house",219844432
"16846",40503997,"Spacious apartment in the city centre",117024794
"16847",40504808,"Apartment near RAI, Zuid/ WTC and De Pijp’",69009638
"16848",40504820,"Hab. Doble APT 100m2 Molino (OOST)",184362553
"16849",40505395,"Very sunny apartment in centre of Amsterdam",26124106
"16850",40505775,"quiet place,free parking,close to public transport",253781754
"16851",40508791,"Quiet apartment with garden, near city centre!",45996789
"16852",40517714,"Beautiful family apartment in South of the Pijp",2726447
"16853",40518881,"Light spacious apartment in a trendy neighborhood.",14025318
"16854",40523251,"Cozy Apartment very Close to Amsterdam City Centre",313736379
"16855",40523898,"Fabulous Penthouse @Vondelpark | JACUZZI & ROOFTOP",14874061
"16856",40524374,"Spazio Arte 2 Rooms max. 4 persons",124027020
"16857",40525171,"Top location apartment with canal view!",313084194
"16858",40530952,"Cozy, light appartement in trendy Amsterdam West!",52744838
"16859",40534368,"Lovely Studio in the Center of Amsterdam",12412862
"16860",40535458,"Cozy ground floor apartment near city center",1701934
"16861",40535815,"Newly renovated, top floor, 2 bedroom Apt.",21014322
"16862",40543045,"New private room, own bathroom (Covid precautions)",314064340
"16863",40547032,"Brand new & renovated modern styled house w garden",48307910
"16864",40547424,"Central, Cozy & Clean for unforgettable experience",192620192
"16865",40550357,"Lovely cosy apartment for two in lively west side",113977564
"16866",40552558,"B&B Houseboat Amsterdam",314141568
"16867",40553422,"New tiny design house at ground floor with garden",133980473
"16868",40554137,"Room # 1 Clean, Big and comfortable",313772089
"16869",40554602,"Cozy apartment (2 pers) in Amsterdam East",54648580
"16870",40559430,"Spacious houseboat at businesscentre “Zuidas”",79213104
"16871",40559714,"Two floor apartment in the heart of Amsterdam",6835381
"16872",40563928,"Sophisticated apartment in the heart of Amsterdam!",314312446
"16873",40564784,"Very close of city centre",314319923
"16874",40572114,"Spacious and clean apartment Amsterdam-west",310155634
"16875",40573531,"Family house 150m2, right at the park in de Pijp",4214364
"16876",40574925,"Gorgeous west side apartment for two",113977564
"16877",40574941,"Spacious urban sanctuary, with roof terrace",314406213
"16878",40577513,"Your second home in Amsterdam - ""The Pearl""! small",101828420
"16879",40578050,"Stylish 2 Bedroom Vondelpark Apartment",313509829
"16880",40582919,"Amsterdam City Apartment",14583313
"16881",40585053,"3 room appartment with SAUNA",121960740
"16882",40587081,"Studio near the NDSM ferry with own facilities",37875366
"16883",40588320,"Beautiful calm room in Amsterdam",313839059
"16884",40591528,"Elegant & charming apartment on CRQ",37105260
"16885",40591767,"Centrally located penthouse apartment in 'de Pijp'",144991429
"16886",40592220,"Spacious luxe & bright apartment D Pijp / Centre",24195803
"16887",40606347,"Spacious Apartment near Citycentre",314651906
"16888",40606682,"cozy apartment",42685862
"16889",40608033,"Ruim appartement vlakbij het Vondelpark!",25635054
"16890",40608150,"Cosy Room in the West side of Amsterdam",13216030
"16891",40610878,"Single Room in Stylish Apartment in Oude West",197928567
"16892",40611323,"Bright and cozy design studio apartment",314684383
"16893",40611589,"Heerlijk appartement, 5 min van het Vondelpark!",314700459
"16894",40612285,"Beautiful appartment with great view",32839479
"16895",40612983,"Light and beautiful room with Grachtenview",22187691
"16896",40614744,"Spacious ground floor apartment, great location!",91301415
"16897",40624686,"Bright apartment in Amsterdam oud west! *****",39419332
"16898",40625996,"Perfectly decorated house in the middle of de Pijp",48743106
"16899",40626087,"Super 1BR apartment in the heart of the Pijp",296077569
"16900",40626325,"super apartment centre Amsterdam maxima penthouse",312020333
"16901",40626655,"Great 1BR apartment in the heart of the Pijp",296077569
"16902",40628977,"Gorgeous grand family apartment in Westerpark area",13272127
"16903",40629039,"Central two floor private house with garden",15122071
"16904",40630805,"Amazing location, with Amstelview",12444966
"16905",40630889,"New modern & light 2bdr house!",26302846
"16906",40630922,"Renovated 2-BR apt with garden near the Jordaan",315001343
"16907",40631096,"Industrial apartment - central location",183456252
"16908",40631638,"* MODERN AND QUIET APARTMENT AMSTERDAM*",315005672
"16909",40632523,"Cosy place in the beautiful Jordaan",311814069
"16910",40645186,"Spectacular Sunset view appartment in Amsterdam",69738934
"16911",40646054,"Clean & Bright Apartment in Vibrant Amsterdam-West",510307
"16912",40646070,"Canal view room with balcony in city center!",91816760
"16913",40647900,"Lightship Amsterdam, the iconic Upper Store",315207158
"16914",40649791,"Amsterdam Deluxe Flat w/ Elevator",314090439
"16915",40651432,"Railway to Amsterdam Central private  Room.",9493854
"16916",40651552,"Cosy 1-bedroom in De Pijp near Museum square",3272465
"16917",40654765,"Comfortabel & gezellig hotelschip Amsterdam",300799136
"16918",40655200,"Unique and Charming One-Bedroom",98657108
"16919",40655209,"COZY STUDIO - near Arena Stadium",131404359
"16920",40664728,"Sunny and Green Appartment (82m2)",7621092
"16921",40665184,"Stylish, charming, stunning: Central Vondelpark",11517833
"16922",40665199,"Sustainable familyhouse with cat",1135786
"16923",40666255,"Stylish canal house with free parking on premises",46237437
"16924",40666879,"Romantic Amstel residence",188817767
"16925",40667734,"Marina Place",145495663
"16926",40668309,"Modern apartment near Vondelpark",5583934
"16927",40671860,"Romantisch appartement in rustig stukje Jordaan",25792705
"16928",40674089,"Private apartment next to Amsterdam city centre",90410488
"16929",40685816,"Cosy new room, private bathroom(Covid precautions)",314064340
"16930",40686790,"Lovely, warm spacious house with a private garden!",34199061
"16931",40688065,"Room # 2 Clean and Comfortable Amsterdam Centrum",313772089
"16932",40688292,"Cozy apartment near Vondelpark in hip 'oud-west'!",139781265
"16933",40697587,"Volkshotel M room",311112834
"16934",40699382,"Cosy new appartement with fireplace",16603343
"16935",40699535,"Lovely Apartment + Free Parking + Great for Expats",2079878
"16936",40700663,"Spacious apartment with private garden",60974467
"16937",40701149,"Stylish Apartment with Canal View",9158235
"16938",40701237,"Modern & Spacious apartment with nice garden!",26795408
"16939",40702735,"Charming retreat in the heart of the city",4708936
"16940",40703520,"Olha&Serhii Place",39889285
"16941",40715664,"Beautiful room",181701231
"16942",40716335,"Luxurious apartment with garden and canalview",316052117
"16943",40716659,"Boathouse Prinsengracht",9936645
"16944",40717994,"New studio near Vondelpark, private entrance",154994295
"16945",40720428,"Super home for two with great view north Amsterdam",84454553
"16946",40723343,"Apartment in Amsterdam West (bos en lommer)",126001222
"16947",40723683,"Captain's Home Amsterdam (incl parking and bikes)",316108723
"16948",40726608,"Bright studio in the middle of the Pijp",316130564
"16949",40728654,"Spacefull room with king size bed in Amsterdam.",90650431
"16950",40728824,"Lightship Amsterdam, the iconic Machinery Space",315207158
"16951",40742149,"Luxurious apartment in green Oost",84635583
"16952",40742740,"Roof terrace, close to park & public transport",30577669
"16953",40745821,"Spacious & stylish apartment + rooftop in de Pijp",17997277
"16954",40747094,"Large city center apt with roof terrace!",316398474
"16955",40748988,"STUDIO APARTMENT CLOSE TO THE CITY CENTRE",316423893
"16956",40751736,"Neat Private Room 11m2 - with big comfortable bed",316449618
"16957",40752405,"Rooftop apartment in Amsterdam's Canal District",14499534
"16958",40754628,"Romantic holidays in Amsterdam!",316472327
"16959",40756989,"NEW Beautiful & spacious appartement with terrace",30931060
"16960",40757342,"Cozy Studio with roof ter.  Adam South, Vondelpark",83061053
"16961",40765430,"Nice appartement  in Amsterdam old - west",144650340
"16962",40766176,"Charming Private Room with Vondlepark views!",17589684
"16963",40766632,"Private apartment at the Amsterdam  Docklands",84933790
"16964",40767327,"Big and lovely 3 floor home, close to city center",10307558
"16965",40774480,"Boutique Suite In East | WITH BALCONY & ROOFTOP TERRACE!",2060364
"16966",40774749,"Modern and clean “studio” with kitchen",316769761
"16967",40777487,"Stylish luxury apartment - in city centre/Jordaan",316801446
"16968",40778436,"Amsterdam appartment by beautiful Amstel river",58507694
"16969",40778548,"Cosy canalhouse in the city centre!",27331713
"16970",40780533,"Beautiful bright spacious modern Apartment",50395887
"16971",40789719,"*Houseboat*",12782398
"16972",40790608,"Beautifull familly appartement, 270m2 Oud -Zuid",209279167
"16973",40790966,"Comfortable room & welcoming hosts",57634810
"16974",40791472,"Super app. van 80 m2 toplocatie Amsterdam Oud-Zuid",317027058
"16975",40792169,"The Harlemstreet city suite - Stunning location!",240146609
"16976",40795713,"Art ..Goldigger Loft ...180 Meters  Center Jaquizi",76581112
"16977",40796802,"Light, spacious & new apartment in trendy Eastside",8772618
"16978",40798934,"Great Apartment @ Amsterdam West",20302077
"16979",40805412,"Big apartment in City Centre",317212529
"16980",40810362,"Cosy loft close to city centre (10 min.)",317304054
"16981",40815112,"45m2 studio in historic citycenter (free bikes)",856702
"16982",40815993,"Charming apartment in the center of Amsterdam",317405636
"16983",40817233,"Nieuw gerenoveerd appartement Amsterdam.",18945288
"16984",40821443,"COZY MOZY ROOM IN THE HEART OF AMSTERDAM",317509630
