id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,MagicRating
13135409,"Nice apartment with canal view,  nearby Vondelpark",28561678,David,NA,Zuid,52.35098,4.85365,Entire home/apt,91,2,21,2019-12-02,0.38,1,7,Low
13135723,Modern villa in Amsterdam IJburg,48304746,Marieke,NA,IJburg - Zeeburgereiland,52.35862,4.98234,Entire home/apt,175,4,0,NA,NA,1,0,High
13135793,"Private apartment, centre nearby!",9822368,Hans,NA,Oostelijk Havengebied - Indische Buurt,52.36027,4.93645,Entire home/apt,115,2,8,2017-10-22,0.14,1,0,Low
13136632,Modern and luxurious apartment in center Amsterdam,73191117,Veronica,NA,Centrum-Oost,52.37067,4.93141,Entire home/apt,150,2,7,2016-10-09,0.13,1,0,High
13137656,Cozy two floor apartment in Jordaan area,73204006,Selman,NA,Centrum-West,52.38169,4.88413,Entire home/apt,122,2,40,2017-07-30,0.74,1,0,Low
13138429,Great Apartment near Jordaan and Vondelpark,5120414,Raymond,NA,De Baarsjes - Oud-West,52.3651,4.85985,Entire home/apt,145,2,0,NA,NA,1,0,High
13138677,Spacious & supurb family house in Amsterdam West,23156884,Dirk.Jacob,NA,De Baarsjes - Oud-West,52.3655,4.8529,Entire home/apt,150,2,3,2016-08-12,0.06,1,0,High
13139971,Bedroom with gardenview,17340417,Bruno,NA,De Baarsjes - Oud-West,52.37049,4.87227,Private room,50,1,6,2016-06-25,0.11,2,346,Low
13143314,SUPER apartment in COOLEST area of AMSTERDAM,11472772,Claire,NA,De Baarsjes - Oud-West,52.37099,4.86432,Entire home/apt,207,2,32,2020-01-19,0.58,1,0,High
13144575,Boogaardтs Bed & Breakfast,72052828,Boogaard'S BnB,NA,Centrum-West,52.37081,4.89386,Private room,89,1,49,2020-09-13,1.73,2,9,Low
13144675,Cute appartment in Amsterdam-East,7479270,Dinky,NA,Oostelijk Havengebied - Indische Buurt,52.36641,4.93793,Entire home/apt,80,2,10,2018-08-05,0.18,1,0,Low
13144755,Excellent Canal View Apt,11695804,Kathleen,NA,De Baarsjes - Oud-West,52.36803,4.87209,Entire home/apt,115,1,30,2020-08-16,0.55,2,364,Low
13144841,Lovely Super Central Maisonette,6632485,Emma,NA,Centrum-Oost,52.36118,4.88969,Entire home/apt,102,2,19,2018-02-18,0.36,1,0,Low
13145167,Spacious 2 person appartment near Vondelpark,73301588,Jeroen,NA,De Baarsjes - Oud-West,52.362,4.8559,Entire home/apt,90,3,1,2016-07-25,0.02,1,0,Low
13145222,Family house with free parking on the street,73302134,Jolanda,NA,Noord-Oost,52.38376,4.96412,Entire home/apt,185,4,4,2018-01-01,0.08,1,0,High
13145996,A perfect 10 in the 9 streets.,12125867,Artie,NA,Centrum-West,52.37104,4.88612,Entire home/apt,225,2,45,2019-10-26,0.85,1,0,High
13146066,Spacious bright duplex apartment near A'dam center,4300815,Sadaf,NA,Oostelijk Havengebied - Indische Buurt,52.37129,4.93364,Entire home/apt,200,3,6,2018-06-17,0.14,1,0,High
13146281,Modern and design apartment 62m2,32828849,Peter,NA,De Pijp - Rivierenbuurt,52.35347,4.89192,Entire home/apt,180,2,10,2018-09-07,0.19,1,0,High
13147774,Big apartment located at the Amstel river,41902443,Ramon,NA,Watergraafsmeer,52.34466,4.91636,Entire home/apt,125,1,0,NA,NA,1,0,Low
13147818,Sunny apartment with balcony in buzzing East!,10208386,Roel,NA,Oud-Oost,52.35384,4.92027,Entire home/apt,189,4,7,2019-10-27,0.13,2,0,High
13150862,A lovely bright cozy design home,73357312,Janna,NA,De Baarsjes - Oud-West,52.3636,4.86241,Entire home/apt,110,3,17,2020-01-06,0.31,1,0,Low
13151981,Live like a local in Oud-West near Vondelpark,12960385,Hilde,NA,De Baarsjes - Oud-West,52.36398,4.86252,Entire home/apt,124,2,33,2019-12-01,0.84,2,0,Low
13152028,Bright and beautiful family home,17519276,Jolieke,NA,Westerpark,52.3922,4.87479,Entire home/apt,175,4,14,2020-02-19,0.27,1,322,High
13152437,Charming Spacious Apartment in De Pijp,9559167,Adriaan,NA,De Pijp - Rivierenbuurt,52.35488,4.89831,Entire home/apt,140,3,21,2016-11-07,0.38,1,0,High
13153337,Great apartment next to Vondelpark & Museumsquare,33654779,Sterre,NA,Zuid,52.35716,4.87426,Entire home/apt,100,4,2,2016-11-28,0.04,2,0,Low
13153552,Cosy Studio in lively and beautiful Pijp Area,65075963,Jacco,NA,De Pijp - Rivierenbuurt,52.35421,4.88744,Private room,65,3,200,2020-09-12,3.65,2,0,Low
13159034,Stylish Vondelpark apartment with roof terrace!,3976448,Max,NA,De Baarsjes - Oud-West,52.3596,4.86455,Entire home/apt,179,2,40,2020-03-16,0.73,1,0,High
13159115,"Historic, Modern, Comfy, Canal View apartment!",6668221,Sjoerd & Tanja,NA,Centrum-West,52.38039,4.88877,Entire home/apt,282,2,10,2019-12-15,0.18,1,0,High
13160246,Lovely 4p apartment in the vibrant West,2969181,Jasper,NA,De Baarsjes - Oud-West,52.372,4.86043,Entire home/apt,149,2,5,2016-09-12,0.09,1,0,High
13160513,Bed & Breakfast de Egelantier midden in de Jordaan,73492507,Jolande,NA,Centrum-West,52.37701,4.87987,Private room,127,2,279,2020-08-07,5.04,1,0,Low
13163462,Lovely apartment in trendy area of Amsterdam!,45115094,Imke,NA,De Pijp - Rivierenbuurt,52.35692,4.90076,Entire home/apt,120,2,1,2016-07-16,0.02,1,0,Low
13164268,Welcome to our Amsterdam Paradise,2958832,Simone,NA,Noord-Oost,52.40627,4.93067,Entire home/apt,150,5,3,2018-01-02,0.06,1,0,High
13166654,Cozy private apartment near the center!,15919914,Michael,NA,De Baarsjes - Oud-West,52.36957,4.85326,Private room,90,2,3,2016-06-25,0.05,2,0,Low
13166910,Amazing bright apartment right on the Vondelpark!,73552494,Shaun,NA,De Baarsjes - Oud-West,52.35818,4.85745,Entire home/apt,130,2,6,2016-10-09,0.11,1,0,High
13167309,Lovely Appartement with great view.,62971202,Tisa,NA,Westerpark,52.38424,4.86702,Entire home/apt,130,2,42,2019-10-14,0.76,2,0,High
13167694,Bedroom with Good View,67297558,Lucho,NA,Bos en Lommer,52.37663,4.84067,Private room,65,2,110,2019-04-28,1.99,3,365,Low
13167841,Great apartment with big balcony on great location,47722604,Bastiaan,NA,De Baarsjes - Oud-West,52.36019,4.86591,Entire home/apt,150,2,5,2017-05-16,0.09,1,0,High
13168032,Appartment,14321898,Georg,NA,De Pijp - Rivierenbuurt,52.34549,4.90467,Entire home/apt,200,3,0,NA,NA,1,0,High
13168432,Amazing apartment in Amsterdam,73571219,Arjen,NA,Slotervaart,52.36636,4.83993,Entire home/apt,100,2,8,2016-12-05,0.15,1,0,Low
13168984,Spacious apartment with canal view,7954087,Laurens,NA,De Baarsjes - Oud-West,52.37214,4.87363,Entire home/apt,164,1,15,2016-08-24,0.27,1,0,High
13169294,Cosy family house in a quiet neigbourhood.,56203376,Ineke,NA,Watergraafsmeer,52.3531,4.93917,Entire home/apt,175,4,12,2018-07-01,0.22,1,40,High
13170633,Private Studio in trendy neighbourhood De Pijp!,16210079,Annette,NA,De Pijp - Rivierenbuurt,52.349850000000004,4.88997,Entire home/apt,90,2,58,2018-10-10,1.05,1,0,Low
13170871,Cosy flat located in De Pijp (Close to center),26420619,Marine,NA,De Pijp - Rivierenbuurt,52.3563,4.89702,Entire home/apt,135,2,7,2017-09-08,0.13,1,0,High
13171302,Beautiful House & Garden Amsterdam in de Pijp,1932957,Sammy,NA,De Pijp - Rivierenbuurt,52.35547,4.88887,Entire home/apt,141,2,21,2018-10-14,0.4,1,87,High
13177695,Cozy flat in trendy De Pijp,73687196,Henri,NA,De Pijp - Rivierenbuurt,52.35087,4.90386,Entire home/apt,149,2,2,2016-11-07,0.04,1,0,High
13178435,Great apartment de Pijp/Albert Cuyp,46370427,Francien,NA,De Pijp - Rivierenbuurt,52.35799,4.90003,Entire home/apt,193,3,15,2018-10-07,0.27,1,0,High
13179196,Cosy apartment with rooftop at perfect location,7847130,Marloes,NA,De Baarsjes - Oud-West,52.36691,4.86868,Entire home/apt,106,3,18,2019-03-31,0.33,1,0,Low
13182867,Light & Modern apartment near center Amsterdam,1283321,Eefje,NA,Bos en Lommer,52.37773,4.84996,Entire home/apt,100,4,9,2017-08-13,0.17,1,0,Low
13183417,Spacious apartment on walking distance to centre!,2324005,Marleen,NA,De Baarsjes - Oud-West,52.36316,4.86585,Entire home/apt,120,7,5,2019-08-16,0.09,1,0,Low
13183525,"Lovely, cosy apartment in the heart of Amsterdam",1009566,F.,NA,Centrum-Oost,52.3687,4.91216,Entire home/apt,111,4,14,2017-07-12,0.25,1,0,Low
13187427,Charming house with garden- great for families,8777217,Imke,NA,Watergraafsmeer,52.35397,4.92997,Entire home/apt,155,6,3,2019-08-12,0.1,1,0,High
13188340,Cosy apartment with garden in heart of Amsterdam!,73797316,Jacqueline,NA,Centrum-Oost,52.36781,4.92402,Entire home/apt,220,3,10,2019-10-30,0.27,1,0,High
13189108,"Luxurious Quiet 90m2 Penthouse in ""de Pijp""",73801141,Dylan,NA,De Pijp - Rivierenbuurt,52.35494,4.89511,Entire home/apt,170,2,23,2017-07-17,0.42,1,0,High
13189183,Amsterdam,73611120,Arlette,NA,Centrum-Oost,52.3639,4.9045,Entire home/apt,130,7,3,2017-02-27,0.06,2,40,High
13196981,Charming apartment with garden near Vondelpark,65712770,Martina,NA,Zuid,52.35396,4.85084,Entire home/apt,109,2,24,2019-09-15,0.55,1,0,Low
13198248,"Stylish house-boat, perfectly located",505271,Michiel,NA,De Baarsjes - Oud-West,52.37228,4.87252,Entire home/apt,150,2,38,2020-08-02,0.69,1,53,High
13198742,Apt with 'Village feeling' near centre Amsterdam,73921467,Marianne,NA,Watergraafsmeer,52.34301,4.92376,Entire home/apt,95,2,14,2017-05-08,0.26,1,0,Low
13198868,Spacious and modern apartment near city centre!,67222301,Rogier,NA,De Baarsjes - Oud-West,52.37085,4.86894,Entire home/apt,100,2,36,2019-10-13,0.68,1,346,Low
13199169,Lovely family house in Amsterdam,47570656,Jeroen,NA,Oud-Noord,52.39557,4.91555,Entire home/apt,90,3,1,2017-01-02,0.02,1,0,Low
13199869,City Centre Amsterdam,73934104,Leon,NA,Centrum-West,52.37014,4.88077,Entire home/apt,180,2,26,2018-09-16,0.49,1,0,High
13212336,Jordaan apartment on a canal with fire place,2402228,Lyndall,NA,Centrum-West,52.37064,4.87812,Entire home/apt,145,2,27,2020-01-12,0.49,1,0,High
13216056,Really nice room in a BIG flat,26073108,Maurane,NA,Centrum-West,52.36985,4.88445,Private room,140,1,0,NA,NA,3,0,High
13216269,Spacious apartment next to park and city center,5833534,Sylvester,NA,Westerpark,52.38428,4.87012,Entire home/apt,200,1,6,2019-01-03,0.12,1,0,High
13219341,"Stunning, big and comfortable house",37062061,Casper,NA,Watergraafsmeer,52.34274,4.95127,Entire home/apt,230,3,27,2019-07-09,0.5,1,288,High
13221025,Great Apartment in a fantastic location!,24630452,Pranav,NA,Buitenveldert - Zuidas,52.33649,4.87147,Private room,70,1,1,2016-05-28,0.02,1,0,Low
13229949,Gustav room - large with private balcony!!,54519450,Anna,NA,Geuzenveld - Slotermeer,52.38299,4.83584,Private room,59,5,10,2017-06-03,0.18,3,40,Low
13230269,Cosy apartment Pijp,56448934,Charlot,NA,De Pijp - Rivierenbuurt,52.35419,4.90326,Entire home/apt,75,2,4,2017-04-16,0.07,1,0,Low
13230530,Luxurious & Spacious APT + Terrace in Center East,74277325,Josee,NA,Oud-Oost,52.35911,4.92566,Entire home/apt,199,5,10,2019-08-08,0.18,1,0,High
13234628,Great and cosy apartment located in Amsterdam,71319619,L,NA,IJburg - Zeeburgereiland,52.3487,5.01243,Entire home/apt,80,3,0,NA,NA,1,0,Low
13236473,Atmospheric 5-room appartment with roof terrace,61508983,Koen,NA,Watergraafsmeer,52.35394,4.94194,Entire home/apt,149,4,0,NA,NA,1,0,High
13238138,Quiet and bright 3rd floor flat in the trendy East,3379767,Lucie,NA,Oostelijk Havengebied - Indische Buurt,52.36363,4.94303,Entire home/apt,135,3,18,2020-02-19,0.35,1,0,High
13238264,"Cosy studio in best location, perfect for a W-End!",57661780,Antoine,NA,Centrum-West,52.3692,4.88963,Entire home/apt,150,1,8,2016-08-20,0.15,1,0,High
13240846,Newly built house near citybeach,74399485,Doanh,NA,IJburg - Zeeburgereiland,52.35003,5.00641,Entire home/apt,130,2,14,2018-06-17,0.28,1,0,High
13242930,Lovely Family House with garden and nice terrace,15767558,Yasemin,NA,Geuzenveld - Slotermeer,52.38245,4.78977,Entire home/apt,299,4,12,2019-07-02,0.23,1,267,High
13244225,Cosy & Bright 4p Apt - hearth adam,71171725,Dex,NA,Centrum-West,52.37273,4.89393,Entire home/apt,450,2,34,2019-12-08,0.67,1,0,High
13245484,"Amsterdam, 10 min. from centre! jacuzzi + garden!",7422759,Cynthia,NA,IJburg - Zeeburgereiland,52.36034,4.98135,Entire home/apt,200,2,19,2018-02-08,0.35,1,0,High
13245827,"Beautiful family house, max 2 adults & 2 children",10783022,Sabrina,NA,Watergraafsmeer,52.35485,4.94158,Entire home/apt,250,3,3,2019-10-21,0.11,1,159,High
13246076,Cosy apartment in Amsterdam near the center,74453925,Wilbert,NA,De Baarsjes - Oud-West,52.37147,4.85,Entire home/apt,100,6,0,NA,NA,1,0,Low
13247212,Modern houseboat on broad canal - very central,8657706,Elwin,NA,Centrum-Oost,52.37295,4.90517,Entire home/apt,211,4,42,2019-10-21,0.77,2,0,High
13247868,Lovely 3 room apartment in Amsterdam Old West,21057565,Cristian,NA,Bos en Lommer,52.38243,4.84746,Entire home/apt,120,2,44,2020-09-06,0.85,1,60,Low
13249017,Spacious 1 bedroom apartment with balcony,74495560,Simon,NA,Oud-Oost,52.36013,4.91591,Entire home/apt,79,3,6,2017-06-05,0.12,1,0,Low
13253936,Room Amsterdam Nieuw West,40220325,Shiraz,NA,Osdorp,52.3571,4.80477,Private room,41,6,2,2016-08-09,0.04,1,0,Low
13254687,Houseboat near Jordaan (120 m2),1250756,Geertje,NA,Westerpark,52.38386,4.87532,Entire home/apt,295,2,67,2019-05-27,1.23,1,0,High
13255440,Nice 3floor house with sunny garden on city island,74582034,Laetitia,NA,IJburg - Zeeburgereiland,52.35484,4.99206,Entire home/apt,77,3,27,2019-08-17,0.49,1,0,Low
13256562,Huge apartment (132 m2) near the center of A'dam!!,56741226,Mikel,NA,De Baarsjes - Oud-West,52.36579,4.86437,Entire home/apt,220,1,8,2018-09-10,0.15,2,0,High
13256599,Sabine and Walter Euler apartment,13213532,Historical Canal House,NA,Centrum-West,52.36682,4.88756,Entire home/apt,210,7,78,2019-12-30,1.43,3,354,High
13256611,Spectacular lake view house in Amsterdam,52280406,Ingrid,NA,IJburg - Zeeburgereiland,52.35964,4.98082,Entire home/apt,199,2,5,2017-10-29,0.09,1,0,High
13257900,Luxury apartment with unique sunny garden,74413875,Robert,NA,De Pijp - Rivierenbuurt,52.3595,4.88758,Entire home/apt,330,4,0,NA,NA,1,0,High
13260721,Bed & Nature for Weekend Travellers,74574674,Rafiek,NA,Gaasperdam - Driemond,52.3028,4.97004,Private room,40,1,11,2016-09-25,0.2,1,0,Low
13260806,Beautiful Townhouse in the heart of Amsterdam!,10381584,Jeroen,NA,De Baarsjes - Oud-West,52.36338,4.87648,Entire home/apt,400,3,5,2020-01-04,0.1,1,186,High
13261114,BIG 3BR 1930тS HOME | HUGE TERRACE | FAMILIES ONLY,72454936,Linda,NA,Watergraafsmeer,52.35399,4.94211,Entire home/apt,163,4,8,2019-08-08,0.2,1,43,High
13262666,Laid back town house with garden and terrace!,9015391,Elle,NA,Bijlmer-Oost,52.32017,4.96399,Private room,55,2,17,2018-05-12,0.32,2,0,Low
13262679,Green paradise studio next to the Vondelpark,11098265,Sigyn,NA,Zuid,52.35194,4.85489,Private room,96,2,282,2020-08-06,5.22,1,0,Low
13262950,Spacious apartment with sunny roof terrace,61401345,Ingrid,NA,De Baarsjes - Oud-West,52.3706,4.85786,Entire home/apt,139,2,21,2019-08-09,0.4,1,0,High
13263144,Bright and cozy apartment close to the Vondelpark,23079996,Hester,NA,Zuid,52.34768,4.84786,Entire home/apt,112,2,16,2019-10-20,0.29,1,0,Low
13263353,Nice and cosy room across the Westerpark,43165798,Tamara,NA,Westerpark,52.38656,4.87794,Private room,60,1,5,2016-10-25,0.09,1,0,Low
13266043,2 person bedroom,10711622,Esther (Mal And Ana),NA,De Baarsjes - Oud-West,52.37182,4.85713,Private room,31,2,5,2017-01-03,0.09,5,0,Low
13267952,"Trendy 70m2 apartment, water view & great location",27159987,Stefanie,NA,Westerpark,52.39053,4.88415,Entire home/apt,135,2,11,2018-08-05,0.21,1,0,High
13268428,Spacious room only 15 min. to centre of Amsterdam,2527236,Janine,NA,Noord-Oost,52.39416,4.9548,Private room,68,2,66,2020-02-20,1.2,4,0,Low
13269364,Comfortable room 15 minutes to Amsterdam centre.,2527236,Janine,NA,Noord-Oost,52.39513,4.95403,Private room,55,2,6,2016-09-18,0.11,4,0,Low
13270647,"Authentic stay in Amsterdam Center, Plantage",5441440,Peter,NA,Centrum-Oost,52.3652,4.92157,Entire home/apt,165,3,8,2018-10-08,0.17,1,0,High
13272633,Perfect Private 2 bedroom APT in CITY CENTER!,231589707,Marie-RenУЉe,NA,Centrum-Oost,52.36516,4.90996,Private room,111,2,118,2020-07-26,2.15,1,200,Low
13277304,Spacious and light apartment in Amsterdam,364435,JoУЋlle,NA,IJburg - Zeeburgereiland,52.34965,5.00614,Entire home/apt,120,3,12,2020-01-02,0.27,1,88,Low
13277635,"Apartment close to centre, Westerpark and Jordaan",47913096,Koenie,NA,Westerpark,52.38556,4.8734,Entire home/apt,104,2,2,2016-06-27,0.04,1,0,Low
13277742,A comfortable cosy bedroom with private bathroom,18261716,Lucile,NA,Zuid,52.35292,4.85353,Private room,80,1,9,2017-04-24,0.17,2,0,Low
13280367,Room in a big apartment with more options. 4Pax,30156443,Lalith,NA,Gaasperdam - Driemond,52.29697,4.97586,Shared room,61,2,21,2016-08-30,0.38,1,0,Low
13285468,Cool & renovated apartment in a much cooler city,74941060,Wouter,NA,De Baarsjes - Oud-West,52.36365,4.8643,Entire home/apt,150,2,6,2017-08-03,0.11,1,0,High
13285822,Nice apartment in tranquil area within the CBD,24616700,Daphne,NA,Buitenveldert - Zuidas,52.33321,4.87119,Entire home/apt,126,6,4,2017-06-29,0.07,1,0,Low
13285911,Stylish Apartment Amsterdam Old West.,6053415,Matthijs,NA,De Baarsjes - Oud-West,52.36184,4.85775,Entire home/apt,150,2,21,2020-01-01,0.39,1,0,High
13285919,Modern family house Amsterdam and Blijburg Beach,26456854,Suzanne,NA,IJburg - Zeeburgereiland,52.35102,5.00975,Entire home/apt,175,3,7,2019-02-16,0.13,1,0,High
13287615,Cosy apartment with terrace and garden!,66762077,Shaun,NA,Bos en Lommer,52.37619,4.85934,Entire home/apt,60,1,1,2016-06-06,0.02,1,0,Low
13289321,East is where your home is!,10259430,Ana,NA,Oud-Oost,52.35586,4.92243,Entire home/apt,110,4,14,2019-06-19,0.26,1,0,Low
13289822,Luxury Bedroom/Suite on Private floor incBreakfast,4673073,Aj,NA,Gaasperdam - Driemond,52.29207,4.97867,Private room,75,1,41,2020-01-01,0.91,1,180,Low
13290113,"100m2 family apt, 2bed, Free P, 15min from center",2828130,Neringa,NA,Osdorp,52.35132,4.79489,Entire home/apt,125,3,2,2016-06-26,0.04,1,0,Low
13291327,"Appartment with garden, 5 min from Vondelpark",74999205,Roderik,NA,Zuid,52.34764,4.84838,Entire home/apt,180,10,54,2019-10-06,1.02,1,0,High
13292373,Comfortable Room in De Pijp in a lively area.,6584413,Kadri,NA,De Pijp - Rivierenbuurt,52.35191,4.89427,Private room,79,1,6,2016-08-07,0.11,1,0,Low
13292640,House at dyke with garden + free parking,75013814,Chris,NA,Oud-Noord,52.38948,4.94221,Entire home/apt,100,2,1,2016-08-08,0.02,2,0,Low
13293783,Rustige kamer op 15 min afstand van centrum.,36431663,Jasmijn,NA,Noord-Oost,52.39551,4.93328,Private room,55,2,0,NA,NA,1,0,Low
13294032,Private room next to Vondelpark & Museumsquare,33654779,Sterre,NA,Zuid,52.3587,4.87597,Private room,90,2,8,2017-11-19,0.16,2,0,Low
13294936,Spacious apartment with rooftop terrace!,41519249,Nienke,NA,De Baarsjes - Oud-West,52.37264,4.8517,Entire home/apt,229,2,11,2019-12-10,0.2,1,0,High
13295511,Studio apartment for two,15260869,Suzanna,NA,Centrum-Oost,52.36094,4.91017,Entire home/apt,105,3,10,2018-04-29,0.18,1,73,Low
13295770,Studio located on the Leidsesquare!,75049380,Sanne,NA,Centrum-Oost,52.36201,4.88613,Private room,99,2,3,2016-07-04,0.05,1,0,Low
13296926,Cosy apartment near Oosterpark!,75060808,Tycho,NA,Oud-Oost,52.35877,4.91983,Entire home/apt,95,5,21,2020-01-02,0.38,1,0,Low
13296943,Wonderfull City center appartement free wifi,75064392,Stephane,NA,Centrum-Oost,52.36359,4.90313,Entire home/apt,188,2,1,2016-06-02,0.02,1,0,High
13302853,Spacious family-home on waterside near centre,75141793,Marleen,NA,Oostelijk Havengebied - Indische Buurt,52.37049,4.94434,Entire home/apt,250,3,8,2019-08-22,0.15,1,0,High
13304281,Great large  bedroom Inc breakfast,16654931,Yoshi,NA,Oud-Noord,52.39902,4.91337,Private room,80,3,123,2020-01-26,2.4,1,0,Low
13304336,Amazing studio at a perfect location in centre,75154194,Erik-Jan,NA,De Baarsjes - Oud-West,52.36108,4.86412,Entire home/apt,130,3,23,2019-01-26,0.42,1,0,High
13304765,Recently renovated double bedroom near centre,9255551,Joris,NA,De Pijp - Rivierenbuurt,52.35222,4.89246,Private room,66,2,283,2019-06-25,5.32,2,7,Low
13304844,Spacious and cosy apartment near Central Station,33341640,Renee,NA,Westerpark,52.388420000000004,4.88705,Entire home/apt,260,2,6,2016-10-23,0.11,1,0,High
13305625,Beautiful spacious and bright 4 bedroom apartment,18109021,Arne,NA,De Pijp - Rivierenbuurt,52.34432,4.89848,Entire home/apt,213,1,0,NA,NA,1,0,High
13307625,B&B center 2BR Family away w/BALCONY,13405827,Cap Homes,NA,Centrum-Oost,52.36327,4.89819,Private room,263,3,5,2018-12-20,0.1,18,229,High
13308006,Authentic Amsterdam Basement,35762833,Marian,NA,De Baarsjes - Oud-West,52.3592,4.86166,Private room,74,2,108,2020-10-12,1.97,1,1,Low
13308302,Central 3BR Spacious w/3 balconies/Jordaan,13405827,Cap Homes,NA,Centrum-West,52.37051,4.88017,Entire home/apt,230,7,23,2020-06-28,0.45,18,0,High
13308976,Wonderful studio apartment in the Pijp,75200558,Scipio,NA,De Pijp - Rivierenbuurt,52.35664,4.88852,Entire home/apt,85,1,10,2016-09-25,0.18,1,0,Low
13309412,Large Family House in Amsterdam with garden,26011434,Linda,NA,IJburg - Zeeburgereiland,52.35389,4.99981,Entire home/apt,180,3,4,2018-02-04,0.07,1,0,High
13309733,Central 3 bedroom apt. at Leidseplein,49951011,Danielle,NA,Centrum-Oost,52.3635,4.88482,Entire home/apt,122,1,5,2016-08-05,0.09,1,0,Low
13309968,Spacious private bedroom,75209823,Thomas,NA,De Pijp - Rivierenbuurt,52.35731,4.90286,Private room,32,2,182,2020-10-17,3.36,1,121,Low
13310739,Ground floor appartment with garden near centre,74418372,RenУЉ,NA,De Baarsjes - Oud-West,52.36,4.85035,Entire home/apt,99,5,1,2016-07-29,0.02,1,0,Low
13311521,Double bedroom in a townhouse in Amsterdam North,19950257,Beth,NA,Noord-Oost,52.40284,4.9478,Private room,50,1,22,2017-02-06,0.4,1,0,Low
13313569,Spacious apartment with two separate bedrooms,74273271,Stefan,NA,Bos en Lommer,52.37841,4.84696,Entire home/apt,166,2,49,2019-09-06,0.89,1,0,High
13314104,Spacious room for rent in Amsterdam-Noord,75134548,Mariusz,NA,Noord-West,52.40846,4.92103,Private room,45,3,2,2016-06-30,0.04,1,0,Low
13314493,"Studio Mokum, Plantage-Weesperbuurt",75257064,Els,NA,Centrum-Oost,52.36547,4.90883,Private room,95,3,196,2020-09-29,3.57,1,0,Low
13315099,Beautiful City Centre Apartment with Garden,5786524,Adrie Alvaro,NA,Centrum-West,52.37,4.87723,Entire home/apt,400,2,46,2020-03-02,0.85,1,0,High
13320875,Self designed house in Amsterdam-North,23367505,Nienke,NA,Oud-Noord,52.39787,4.90595,Entire home/apt,180,5,5,2019-08-19,0.12,1,0,High
13321135,Nine Streets | City Center | Spacious Apartment,74853271,Mendel & Gillian,NA,Centrum-West,52.37337,4.88646,Entire home/apt,199,2,18,2017-09-01,0.33,1,0,High
13321784,Spacious apartment close to the city centre,32967323,Stefan,NA,Bos en Lommer,52.38006,4.8472,Entire home/apt,120,2,1,2016-08-14,0.02,1,0,Low
13322294,"Great apartment in city centre, 2 bedrooms",70219682,Luuk,NA,De Baarsjes - Oud-West,52.36099,4.85984,Entire home/apt,140,3,1,2016-06-26,0.02,1,0,High
13322965,Private room at perfect location in de Pijp,75356197,Derek,NA,De Pijp - Rivierenbuurt,52.35552,4.90045,Private room,99,5,0,NA,NA,1,0,Low
13323689,3BR FAMILY away w/private garden near Vondelpark,13405827,Cap Homes,NA,De Baarsjes - Oud-West,52.36168,4.85847,Entire home/apt,246,7,8,2019-12-29,0.18,18,256,High
13324058,Charming new studio centrally located.,34690196,Diletta,NA,De Pijp - Rivierenbuurt,52.35418,4.8921,Entire home/apt,100,3,10,2018-01-07,0.19,1,0,Low
13324165,2BR Family AWAY w/ Balcony near VONDELPARK,13405827,Cap Homes,NA,De Baarsjes - Oud-West,52.35915,4.85729,Entire home/apt,213,7,5,2020-03-06,0.17,18,256,High
13324244,Spacious and modernly designed apartment in West,18885065,Maarten,NA,Westerpark,52.37562,4.87141,Entire home/apt,149,2,36,2019-09-02,0.71,1,0,High
13324296,Luxury city apartment on picturesque square (80m2),74163642,Wouter,NA,De Pijp - Rivierenbuurt,52.35018,4.89398,Entire home/apt,299,4,4,2017-08-28,0.07,1,0,High
13324656,2BR Family AWAY w/ Balcony near VONDELPARK,13405827,Cap Homes,NA,De Baarsjes - Oud-West,52.35965,4.85825,Entire home/apt,216,7,2,2019-11-14,0.09,18,0,High
13327626,Luxurious Apartment w Rooftop Terrace.,21095754,Joost,NA,Westerpark,52.38486,4.87432,Entire home/apt,159,2,4,2020-03-15,0.08,1,0,High
13329812,Cosy apartment in between Amstel and Oosterpark,7545304,Ruben,NA,Oud-Oost,52.35886,4.91121,Entire home/apt,150,1,1,2016-06-11,0.02,1,0,High
13330153,Big family house @ industrial wharf area Amsterdam,6828517,Emely,NA,Noord-West,52.40588,4.90243,Entire home/apt,120,3,11,2020-01-02,0.2,1,0,Low
13331165,Great apartment @ canal Amsterdam city centre,19882002,Eelco,NA,Centrum-Oost,52.36221,4.90571,Entire home/apt,180,2,5,2016-08-29,0.09,1,0,High
13331256,Light & spacious house with rooftop terrace,27321295,Robert,NA,Oostelijk Havengebied - Indische Buurt,52.37329,4.95087,Entire home/apt,225,4,1,2018-06-03,0.03,1,0,High
13331530,Authentic Canal House Amsterdam Center Jordaan,75453523,Willem,NA,Centrum-West,52.37601,4.88874,Entire home/apt,135,2,5,2016-10-16,0.09,1,0,High
13336515,Light 3 bdrm family app for peace-seekers,9519500,Olive,NA,Watergraafsmeer,52.35467,4.93725,Entire home/apt,207,2,26,2019-08-23,0.48,1,0,High
13336616,Industrial Bright 1BR Appt w/Balcony - Museumplein,34176184,Charlie,NA,Zuid,52.35365,4.88518,Entire home/apt,81,2,7,2017-09-24,0.13,2,0,Low
